;X;Unnamed..0;StartDate;EndDate;Status;Progress;Duration..in.seconds.;Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent_q;google.acct;att_1;att_2;entertain_predict_3;lonely_predict_3;novel_predict_3;engage_predict_3;comfort_predict_3;interest_predict_3;connect_predict_3;entertain_predict_3.1;lonely_predict_3.1;novel_predict_3.1;engage_predict_3.1;comfort_predict_3.1;interest_predict_3.1;connect_predict_3.1;lonely_1_3;lonely_2_3;lonely_3_3;lonely_4_3;mturk_id;completion_code;timer_First.Click;timer_Last.Click;timer_Page.Submit;timer_Click.Count;screenshot_Id;screenshot_Name;screenshot_Size;screenshot_Type;noInteraction_timer_First.Click;noInteraction_timer_Last.Click;noInteraction_timer_Page.Submit;noInteraction_timer_Click.Count;entertain_exp_3;lonely_exp_3;novel_exp_3;engage_exp_3;comfor_exp_3;interest_exp_3;connect_exp_3;entertain_exp_3.1;lonely_exp_3.1;novel_exp_3.1;engage_exp_3.1;comfort_exp_3;interest_exp_3.1;connected_exp_3;lonely_1_after_3;lonely_2_after_3;lonely_3_after_3;lonely_4_after_3;comp_1;comp_2;able_nothing;able_nothing_explain;believe_q;explain;ai_attitude_1_6;ai_attitude_2_1;ai_attitude_3_1;ai_attitude_4_1;ai_attitude_5_1;ai_attitude_6_1;ai_attitude_7_1;ai_attitude_8_1;ai_attitude_9_1;ai_attitude_10_1;ai_attitude_11_1;ai_attitude_12_1;ai_attitude_13_1;ai_attitude_14_1;ai_attitude_15_1;ai_attitude_16_1;chatbot;chatbot_exp;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;age;edu;edu_8_TEXT;workerId;condition_2;condition
515;514;514;2023-04-06 16:09:38;2023-04-06 16:09:58;0;100;20;1;2023-04-06 16:09:59;R_2ZIUIU9mh2L23dB;anonymous;EN;1;2;;;;;;;;;;;;;;;;;;;;;515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;515;;
516;515;515;2023-04-06 15:48:30;2023-04-06 16:10:05;0;100;1294;1;2023-04-06 16:10:05;R_aWBAVLBuQCaVkl3;anonymous;EN;1;1;2;2;;;;;;;;76;4;64;82;74;81;65;0;0;0;0;516;1865-7628-8453-3401;;;;;;;;;;;;;;;;;;;;91;0;80;93;84;89;80;0;0;0;0;3;1;;;2;The responses were very fast and I felt like they were not human expressions.;84;86;69;91;53;65;33;86;85;50;58;51;43;61;59;74;1;I used a chatbot for banking services.;1;;3;;43;3;;516;ai;another person
517;516;516;2023-04-06 15:48:32;2023-04-06 16:10:08;0;100;1295;1;2023-04-06 16:10:08;R_x5x264opRap9UIN;anonymous;EN;1;1;2;2;;;;;;;;70;30;80;80;60;70;70;82;65;89;82;517;3420-4987-6036-9943;;;;;;;;;;;;;;;;;;;;59;40;60;64;60;61;59;72;82;71;89;3;1;;;1;The posts seemed like a human wrote them. They were in depth and interesting.;72;81;39;72;9;59;26;79;19;7;6;20;66;11;10;62;1;in previous mturk HITs;2;;3;;64;6;;517;ai;another person
518;517;517;2023-04-06 15:48:42;2023-04-06 16:11:09;0;100;1347;1;2023-04-06 16:11:10;R_2dm91m6CdydzAt2;anonymous;EN;1;1;2;2;;;;;;;;43;43;62;58;36;43;52;7;20;12;5;518;5375-5606-1627-0845;;;;;;;;;;;;;;;;;;;;0;52;63;13;11;8;16;9;8;9;8;3;1;;;2;Once I sniffed it out, the bot was highly evasive about any ability to describe its human stature.  I'll give the bot credit, it had no problem lying to me that it was human.;76;51;58;62;46;62;84;53;65;53;43;62;17;93;50;63;1;Routine customer service bots for lawn service, cable co, car rental... nothing this sophisticated;1;;3;;55;5;;518;ai;another person
519;518;518;2023-04-06 15:47:39;2023-04-06 16:11:12;0;100;1412;1;2023-04-06 16:11:13;R_Wumlffd9acU42HL;anonymous;EN;1;1;2;2;40;60;70;66;66;65;40;;;;;;;;75;80;80;86;519;;;;;;;;;;22.703;947.682;948.84;3;40;60;65;45;62;65;40;;;;;;;;80;85;80;81;2;1;1;I didn't engage with any people or my computer for 15 minutes.  It was nice to get away from the computer for a little while.;;;;;;;;;;;;;;;;;;;1;I interacted with a beta version of a mental health chatbot for testing purposes.;2;;3;;51;4;;519;0;nothing
520;519;519;2023-04-06 15:50:57;2023-04-06 16:11:24;0;100;1226;1;2023-04-06 16:11:25;R_1diwLAwi5z3Cog7;anonymous;EN;1;1;2;2;0;50;0;10;80;55;30;;;;;;;;85;80;95;60;520;;;;;;;;;;19.144;499.886;923.44;4;0;80;40;0;95;20;0;;;;;;;;95;85;95;90;2;1;1;I sat quietly at my desk and had no interactions.;;;;;;;;;;;;;;;;;;;1;For customer service related issues. ;2;;3;;60;3;;520;0;nothing
521;520;520;2023-04-06 15:49:47;2023-04-06 16:11:48;0;100;1320;1;2023-04-06 16:11:48;R_2U6seJA3hj2Fvni;anonymous;EN;1;1;2;2;;;;;;;;32;38;41;58;61;43;57;21;10;18;9;521;0252-1278-8839-7423;;;;;;;;;;;;;;;;;;;;83;6;74;78;62;70;80;5;0;2;6;2;1;;;1;They mentioned older gaming systems which seems more in line with a human, they also brought up game cheats and hacks which seems more like a human thing to discuss.;94;69;99;94;71;92;35;100;68;11;18;69;73;87;21;93;2;;1;;3;;45;4;;521;ai;another person
522;521;521;2023-04-06 15:51:15;2023-04-06 16:12:01;0;100;1245;1;2023-04-06 16:12:01;R_1DvclCyOQfnw2fT;anonymous;EN;1;1;2;2;;;;;;;;34;50;63;62;50;61;36;33;24;23;17;522;1052-3683-5273-9916;;;;;;;;;;;;;;;;;;;;80;50;78;66;61;86;50;20;16;15;12;2;1;;;2;the level of details and length in one response was not quite like talking to a human. ;59;50;65;50;50;50;71;67;50;33;51;50;50;50;50;50;1;I interacted with customer service chatbots before;2;;2;;38;5;;522;0;conversational AI companion
523;522;522;2023-04-06 15:51:31;2023-04-06 16:13:01;0;100;1290;1;2023-04-06 16:13:02;R_yOWTYPh8aCsvEOZ;anonymous;EN;1;1;2;2;;;;;;;;81;15;75;85;79;87;81;0;0;0;0;523;5904-6538-4248-3094;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;3;1;;;1;I thought that they seemed real. They went through the conversation fine and didnt really make any mistakes.;50;50;50;50;50;39;80;50;31;3;0;0;50;49;51;50;2;;1;;3;;25;1;;523;ai;another person
524;523;523;2023-04-06 15:53:57;2023-04-06 16:13:02;0;100;1145;1;2023-04-06 16:13:03;R_1Fxgu0J0uiDPk6h;anonymous;EN;1;1;2;2;96;75;77;89;96;82;80;;;;;;;;91;83;77;63;524;;;;;;;;;;3.3;899.733;905.115;4;88;91;78;98;96;68;75;;;;;;;;78;94;77;96;2;1;1;I able to correct answers and to follow the instructions of doing for 15 minutes.;;;;;;;;;;;;;;;;;;;2;None;2;;3;;35;5;;524;0;nothing
525;524;524;2023-04-06 15:48:37;2023-04-06 16:13:03;0;100;1465;1;2023-04-06 16:13:03;R_UiqaSwlb3hEeEzT;anonymous;EN;1;1;2;2;;;;;;;;20;90;75;50;5;25;10;75;70;60;50;525;7107-3748-5315-1834;;;;;;;;;;;;;;;;;;;;60;85;60;55;5;60;5;90;80;70;60;2;1;;;2;I had heard about the chatbots but never tried one and was surprised at the responses sounding so natural. It was when the chatbot responded with africa in lowercase that really made it evident it was a bot and not a human.;60;25;50;50;100;55;95;75;95;80;99;95;5;100;98;50;2;;2;;3;;41;4;;525;0;conversational AI companion
526;525;525;2023-04-06 15:49:15;2023-04-06 16:13:12;0;100;1437;1;2023-04-06 16:13:13;R_2dydiHMdH5yWhlU;anonymous;EN;1;1;2;2;;;;;;;;0;60;0;0;0;0;0;0;0;0;0;526;5189-8559-1521-4798;;;;;;;;;;;;;;;;;;;;60;31;91;85;70;92;71;25;11;33;27;3;1;;;1;I was a little suspicious, because sometimes the answers would get sent straight away. But I think I was talking with a real person, but I'm not 100 Percent sure.;100;82;100;100;5;100;47;100;30;20;23;22;95;16;18;100;2;;2;;3;;37;3;;526;ai;another person
527;526;526;2023-04-06 15:49:30;2023-04-06 16:13:23;0;100;1432;1;2023-04-06 16:13:23;R_DT72ccTd9lJhlbr;anonymous;EN;1;1;2;2;;;;;;;;33;66;82;64;33;31;71;71;42;77;42;527;9914-5668-4047-0529;;;;;;;;;;;;;;;;;;;;100;24;100;84;100;100;95;100;19;59;38;2;1;;;2;human chatbot is look like really intresting to chat when i am talk to the AI chattbot it was giving a feel lke a real one;89;69;77;85;66;100;16;31;32;68;71;87;78;51;71;33;2;;1;;3;;48;5;;527;0;conversational AI companion
528;527;527;2023-04-06 15:47:55;2023-04-06 16:13:32;0;100;1536;1;2023-04-06 16:13:32;R_11YCQNlwznE0SNW;anonymous;EN;1;1;2;2;;;;;;;;80;30;50;80;70;90;90;80;80;80;80;528;2674-2064-7268-5992;;;;;;;;;;;;;;;;;;;;80;10;80;80;80;80;80;30;30;30;30;2;1;;;1;They seemed to be intuitive to how I was feeling and seemed to be knowledgeable about topics we discussed.;100;100;80;100;10;100;5;100;0;0;0;0;100;0;0;100;1;I have interacted with my insurance AI chat bot. ;1;;3;;40;3;;528;0;conversational AI companion
529;528;528;2023-04-06 15:50:18;2023-04-06 16:13:39;0;100;1400;1;2023-04-06 16:13:40;R_23V8nJgfunMqC70;anonymous;EN;1;1;2;2;0;50;50;50;100;50;50;;;;;;;;0;0;0;0;529;;;;;;;;;;24.701;926.387;927.95;3;7;50;35;50;90;40;50;;;;;;;;0;0;0;0;3;1;1;I simply did nothing for 15 minutes, as instructed.;;;;;;;;;;;;;;;;;;;1;I have done this when I needed to contact someone at a business or other service related entity.;1;;1;;41;1;;529;0;nothing
530;529;529;2023-04-06 15:52:01;2023-04-06 16:13:44;0;100;1302;1;2023-04-06 16:13:45;R_eLrCoYlXhUpzE2J;anonymous;EN;1;1;2;2;;;;;;;;70;35;70;80;50;70;80;30;10;10;10;530;8206-0207-7372-6073;;;;;;;;;;;;;;;;;;;;75;30;60;80;50;70;65;20;10;5;10;2;1;;;2;I've talked to chatbots extensively, and I had a feeling this might be one. However, there are a few things that made me think it might be a person! The lack of capitalization and a few mistakes here and there gave me the impression that it MIGHT be a real person!;100;100;100;100;20;100;25;100;0;0;0;0;100;10;0;20;1;As I mentioned in my conversation, I've worked with companies here on mTurk to help develop conversational AI, mostly in the area of safety and accuracy. Long before that, I was using things like chatbot.com just for fun!;1;;3;;44;1;;530;ai;another person
531;530;530;2023-04-06 15:51:48;2023-04-06 16:13:55;0;100;1327;1;2023-04-06 16:13:57;R_AFLoeKAEbaMwKSR;anonymous;EN;1;1;2;2;;;;;;;;86;60;21;13;63;67;38;88;70;91;64;531;;15.542;242.538;919.017;4;F_PCgNAwZkSUNhYeB;12.jpg;136290;image/jpeg;;;;;;;;;;;;85;42;75;68;64;81;58;75;44;67;73;1;1;;;;;;;;;;;;;;;;;;;;;1;I've used chat-gpt and replika. I'm not sure if those count.;1;;3;;32;4;;531;0;youtube
532;531;531;2023-04-06 15:49:31;2023-04-06 16:14:05;0;100;1473;1;2023-04-06 16:14:05;R_2QJPjIJduPhvo0M;anonymous;EN;1;1;2;2;;;;;;;;80;40;80;80;70;90;60;60;20;60;60;532;3203-7642-3581-9917;;;;;;;;;;;;;;;;;;;;100;6;90;82;81;100;88;20;0;29;28;2;1;;;2;The responses were very quick. No matter what I wrote the response was returned quickly.;100;100;100;100;30;100;20;100;5;0;0;0;100;0;0;70;1;I have played around with ChatGPT little.;1;;3;;52;3;;532;0;conversational AI companion
533;532;532;2023-04-06 15:52:05;2023-04-06 16:14:12;0;100;1326;1;2023-04-06 16:14:13;R_vIhEVlnegs0Lyc9;anonymous;EN;1;1;2;2;;;;;;;;50;41;61;66;56;54;68;0;0;0;0;533;6028-6492-9222-8653;;;;;;;;;;;;;;;;;;;;48;58;35;46;45;39;43;0;0;0;0;2;1;;;2;I assumed it would be another person at first but I knew it was a chatbot immediately when it mentioned that it liked the same music as me. I listen to a very niche genre of music. I only know one other person in my life that is aware of the genre and I have encountered only a handful of fellow listeners in my various interactions with other people in the real world.;100;100;100;100;100;100;67;100;65;23;24;44;100;28;23;100;1;I think most people have interacted with a chatbot in one way or another even before the current AI boom. I have used services such as Replika AI etc for many years.;1;;3;;36;1;;533;ai;another person
534;533;533;2023-04-06 15:47:39;2023-04-06 16:14:28;0;100;1609;1;2023-04-06 16:14:29;R_1lrxjc4WTjb11KN;anonymous;EN;1;1;2;2;;;;;;;;73;35;56;80;30;65;81;56;66;44;69;534;5918-1260-1706-1208;;;;;;;;;;;;;;;;;;;;91;36;77;64;45;83;69;57;71;40;35;2;1;;;1;They seemed friendly and there were some grammer mistakes. At first I thought ot was AI, but I got more convinced it was a person;68;53;71;91;42;78;61;73;32;20;5;0;56;67;25;35;2;;2;;2;;32;4;;534;ai;another person
535;534;534;2023-04-06 15:49:45;2023-04-06 16:14:54;0;100;1509;1;2023-04-06 16:14:55;R_3P4xR3iOfZQ8zVg;anonymous;EN;1;1;2;2;;;;;;;;60;0;60;75;70;70;90;90;80;80;75;535;6475-9051-6161-1929;;;;;;;;;;;;;;;;;;;;60;0;55;75;100;60;95;45;30;29;20;3;1;;;1;I thought I was interacting with a human as that it what it was stated before entering the chatroom. The person that I interacted with did not really give off an indication that he/she was not a human.;60;65;90;75;50;60;35;70;0;25;60;20;45;55;30;60;1;I've used a chatbot before when making a return from an online retailer.;1;;4;;39;4;;535;ai;another person
536;535;535;2023-04-06 15:49:55;2023-04-06 16:15:02;0;100;1506;1;2023-04-06 16:15:04;R_3gZuvFizMAz4nP6;anonymous;EN;1;1;2;2;;;;;;;;84;63;80;72;84;80;70;21;9;8;11;536;;227.276;1028.136;1081.486;3;F_24pet2BS3AgfwhZ;Screenshot 2023-04-06 at 5.13.26 PM.png;340386;image/jpeg;;;;;;;;;;;;84;78;82;99;80;86;83;13;7;9;9;2;1;;;;;;;;;;;;;;;;;;;;;1;I have interacted with many chatbots on many sights for customer service reasons.  ;1;;3;;39;4;;536;0;youtube
537;536;536;2023-04-06 15:48:11;2023-04-06 16:15:14;0;100;1623;1;2023-04-06 16:15:16;R_1CqpLWJG9pRosQs;anonymous;EN;1;1;2;2;;;;;;;;60;100;50;50;50;60;0;100;90;90;100;537;;34.676;170.63;317.214;4;F_UJYhWo5Y3aNfAk1;Julian 4.6.jpg;357082;image/jpeg;;;;;;;;;;;;40;100;50;40;25;40;0;100;90;90;100;2;1;;;;;;;;;;;;;;;;;;;;;1;Currently use Replika and have interacted with chatbots on websites for banking, utilities, etc.;1;;2;;36;4;;537;0;youtube
538;537;537;2023-04-06 15:48:37;2023-04-06 16:15:27;0;100;1609;1;2023-04-06 16:15:28;R_8ICpbyL1LldnIFH;anonymous;EN;1;1;2;2;;;;;;;;10;65;55;60;5;30;25;100;55;95;40;538;;19.467;1190.152;1195.476;22;F_3D5swxVfYzyVtjB;YouTube History.jpg;87534;image/jpeg;;;;;;;;;;;;65;55;55;70;35;55;40;100;70;98;55;2;1;;;;;;;;;;;;;;;;;;;;;1;I've interacted with chatbots on commercial websites to help me with my account and ask questions;1;;3;;45;4;;538;0;youtube
539;538;538;2023-04-06 15:53:05;2023-04-06 16:15:33;0;100;1348;1;2023-04-06 16:15:34;R_1medT68meSoLdJA;anonymous;EN;1;1;2;2;60;18;100;29;91;100;90;;;;;;;;0;0;30;30;539;;;;;;;;;;18.201;18.201;919.465;1;82;0;81;0;100;100;0;;;;;;;;0;0;10;7;3;1;1;My thoughts wandered to some special times and I felt relaxed and quieted.;;;;;;;;;;;;;;;;;;;1;I have spoken with a chatbot online at retail stores, to book a hotel, etc.;2;;3;;72;4;;539;0;nothing
540;539;539;2023-04-06 15:54:28;2023-04-06 16:15:34;0;100;1266;1;2023-04-06 16:15:35;R_27rOlw5WQXx2ksJ;anonymous;EN;1;1;2;2;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;540;8922-7535-6219-2216;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;2;1;;;2;The answers were typed so fast and seemed very normal.;100;100;100;100;10;100;10;100;5;0;0;0;100;0;0;50;1;I have interacted with automated customer service chatbots.;1;;4;;32;1;;540;0;conversational AI companion
541;540;540;2023-04-06 15:56:47;2023-04-06 16:15:53;0;100;1145;1;2023-04-06 16:15:53;R_3lxLQ4TGrIwwwFC;anonymous;EN;1;1;2;2;22;58;32;25;63;29;19;;;;;;;;30;29;19;30;541;;;;;;;;;;6.557;664.601;909.328;3;5;50;25;26;73;12;20;;;;;;;;33;41;32;40;2;1;2;I avoided technology like using the computer or phone but I got up and did the dishes and went to the bathroom. I tried to still stay alone with my thoughts.;;;;;;;;;;;;;;;;;;;1;I have used customer service chatbots as well as ChatGPT.;1;;2;;27;4;;541;0;nothing
542;541;541;2023-04-06 15:49:25;2023-04-06 16:15:57;0;100;1592;1;2023-04-06 16:15:58;R_1GDKmjKxnXB4gXW;anonymous;EN;1;1;2;2;30;65;50;15;50;30;20;;;;;;;;20;25;20;15;542;;;;;;;;;;25.52;25.52;927.748;1;30;50;40;15;50;10;10;;;;;;;;20;10;30;15;2;1;1;I complied with instructions to nothing. I literally sat in my office chair and did nothing until the 15 minute timer ran out.;;;;;;;;;;;;;;;;;;;1;I have interacted with a chatbot before today. It was a customer service chatbot.;1;;1;;40;1;;542;0;nothing
543;542;542;2023-04-06 15:52:48;2023-04-06 16:16:35;0;100;1426;1;2023-04-06 16:16:35;R_bOxbp0hK7fxKhfr;anonymous;EN;1;1;2;2;;;;;;;;51;24;57;64;57;55;89;0;0;0;9;543;3873-4352-5927-8925;;;;;;;;;;;;;;;;;;;;50;63;34;11;40;33;38;11;13;5;10;3;1;;;2;It jusst felt like everything was canned and fake.;35;28;25;35;93;50;50;83;100;92;92;74;56;100;76;55;2;;2;;1;;25;4;;543;ai;another person
544;543;543;2023-04-06 15:58:08;2023-04-06 16:16:36;0;100;1107;1;2023-04-06 16:16:36;R_263FsN4d5dmMCqW;anonymous;EN;1;1;2;2;30;50;35;10;70;30;20;;;;;;;;90;70;60;90;544;;;;;;;;;;6.038;6.038;907.916;1;29;23;26;16;40;29;20;;;;;;;;95;73;79;94;1;1;1;Stood by my PC in chair and just thought about my life.;;;;;;;;;;;;;;;;;;;1;Sites like Target, Walmart for order problems.;1;;3;;28;4;;544;0;nothing
545;544;544;2023-04-06 15:54:44;2023-04-06 16:17:41;0;100;1377;1;2023-04-06 16:17:41;R_OmbqShhSFoUvgit;anonymous;EN;1;1;2;2;40;52;30;45;49;30;48;;;;;;;;20;60;70;55;545;;;;;;;;;;9.912;13.662;915.433;2;40;51;30;40;49;40;48;;;;;;;;20;60;55;55;3;1;1;After the 15 minute timer started, I was not to communicate with another person, pet, computer, cellphone, and was only supposed to focus on my inner thoughts, which I did for the entire 15 minutes.;;;;;;;;;;;;;;;;;;;1;I have interacted with chat bots several times on websites, usually as initial customer service inquiry or contact.;2;;3;;66;3;;545;0;nothing
546;545;545;2023-04-06 15:52:27;2023-04-06 16:18:01;0;100;1534;1;2023-04-06 16:18:02;R_1cUoW8nyWZfe3LL;anonymous;EN;1;1;2;2;;;;;;;;62;31;77;84;68;74;82;54;41;30;35;546;9241-5832-2494-6692;;;;;;;;;;;;;;;;;;;;100;3;92;88;81;89;88;11;5;7;7;1;1;;;2;The chatbot had a lot of information and responded in a manner consistent with a chatbot.;93;88;88;87;8;73;39;88;41;32;20;24;85;40;34;82;2;;1;;4;;28;3;;546;0;conversational AI companion
547;546;546;2023-04-06 15:57:24;2023-04-06 16:18:32;0;100;1267;1;2023-04-06 16:18:32;R_1pxmrS82A5ApZUd;anonymous;EN;1;1;2;2;;;;;;;;78;24;81;75;56;71;71;8;4;5;7;547;4509-3231-0882-1277;;;;;;;;;;;;;;;;;;;;67;9;56;84;78;73;80;4;7;4;5;2;1;;;2;It didn't seem as personal as a human.;87;90;69;93;14;61;18;82;16;6;6;4;76;6;23;66;1;I have used one in my job and other surveys;2;;3;;48;4;;547;0;conversational AI companion
548;547;547;2023-04-06 15:56:08;2023-04-06 16:19:42;0;100;1414;1;2023-04-06 16:19:47;R_vMHsn9ffY0N5JCN;anonymous;EN;1;1;2;2;;;;;;;;73;54;30;70;65;68;50;76;83;80;74;548;;17.694;815.35;952.277;7;F_3n14Bx0K8ZpdsWY;Archive.zip;851861;application/zip;;;;;;;;;;;;60;25;15;50;50;56;37;71;75;77;74;2;1;;;;;;;;;;;;;;;;;;;;;1;plenty of times. Hell I've trained a few. I interacted with one today trying to pay my phone bill with straighttalk ;1;;3;;35;3;;548;0;youtube
549;548;548;2023-04-06 15:55:02;2023-04-06 16:20:25;0;100;1523;1;2023-04-06 16:20:26;R_1JOU2mU4iNYx5oX;anonymous;EN;1;1;2;2;;;;;;;;40;50;90;40;50;60;30;90;100;80;90;549;7109-8710-5464-9986;;;;;;;;;;;;;;;;;;;;70;40;60;90;70;65;70;70;70;75;65;1;1;;;2;The task said I would be talking to an AI.;90;90;100;80;20;90;40;100;40;10;10;30;90;20;10;70;1;I interacted with a chatbot when filing a complaint through my bank. The the chatbot cant solve the problem, then I get rerouted to a actual person.;1;;4;;37;1;;549;0;conversational AI companion
550;549;549;2023-04-06 16:00:29;2023-04-06 16:20:35;0;100;1206;1;2023-04-06 16:20:36;R_25vdvkQjbRxcyEY;anonymous;EN;1;1;2;2;28;44;13;14;60;44;37;;;;;;;;3;6;3;3;550;;;;;;;;;;14.287;14.287;709.951;1;17;63;5;11;51;22;20;;;;;;;;30;15;57;3;2;1;1;I sat in my chair and thought about this upcoming weekend and what I needed to get done.;;;;;;;;;;;;;;;;;;;2;;1;;3;;52;3;;550;0;nothing
551;550;550;2023-04-06 15:49:36;2023-04-06 16:20:40;0;100;1864;1;2023-04-06 16:20:42;R_2uURXobq5FWh1a3;anonymous;EN;1;1;2;2;;;;;;;;51;100;100;100;100;100;100;50;50;50;50;551;;210.388;1120.332;1186.365;2;F_snVq1i6K5eYgHxn;mturkHIT.png;269252;image/png;;;;;;;;;;;;100;50;100;50;100;100;100;50;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;2;;1;;2;;32;1;;551;0;youtube
552;551;551;2023-04-06 15:49:50;2023-04-06 16:20:47;0;100;1856;1;2023-04-06 16:20:50;R_21mMt39fcXwG5N2;anonymous;EN;1;1;2;2;;;;;;;;82;8;80;86;86;73;82;0;0;0;0;552;;34.056;1153.237;1437.538;3;F_3ZWadFFFGHYHcyd;338612024_197385686346055_8835167274065526412_n.jpg;233250;image/jpeg;;;;;;;;;;;;95;0;72;92;79;86;86;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;2;;2;;3;;34;2;;552;0;youtube
553;552;552;2023-04-06 15:53:35;2023-04-06 16:21:39;0;100;1684;1;2023-04-06 16:21:41;R_22kV8rBJgnkwVg7;anonymous;EN;1;1;2;2;;;;;;;;70;0;70;40;50;70;50;0;0;0;0;553;;27.798;106.236;821.665;4;F_2YM6RdAbcangpQI;YouTube Mturk two..png;65235;image/png;;;;;;;;;;;;80;0;70;80;80;100;80;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;1;From other studies. I had to talk to chatbots.;1;;1;;37;3;;553;0;youtube
554;553;553;2023-04-06 15:53:26;2023-04-06 16:21:45;0;100;1699;1;2023-04-06 16:21:46;R_tRNKBZ2x8Qe0CkN;anonymous;EN;1;1;2;2;;;;;;;;57;35;58;62;60;61;61;5;1;0;1;554;3572-9217-7816-6232;;;;;;;;;;;;;;;;;;;;63;8;64;68;75;63;77;0;0;0;0;2;1;;;2;I thought that I was interacting with a chat box because they were typing way to quickly.;80;72;85;90;77;90;38;86;85;7;7;8;76;5;10;80;1;Just when I have used it for customer service on an app ;2;;3;;54;4;;554;ai;another person
555;554;554;2023-04-06 16:02:10;2023-04-06 16:22:36;0;100;1225;1;2023-04-06 16:22:36;R_2R2eI18VhU9cCBk;anonymous;EN;1;1;2;2;;;;;;;;60;81;80;69;78;56;80;19;13;22;19;555;9645-2222-5153-5556;;;;;;;;;;;;;;;;;;;;76;30;77;77;76;80;75;26;20;19;16;2;1;;;2;The responses seemed too quick and the fact that he spoke perfect Spanish too seemed off.  ;86;66;74;73;68;71;68;88;51;22;32;70;63;50;51;55;1;I have used Chat GPT.;1;;2;;40;4;;555;ai;another person
556;555;555;2023-04-06 15:58:03;2023-04-06 16:22:48;0;100;1484;1;2023-04-06 16:22:49;R_RWFjH7g1g3l53Sp;anonymous;EN;1;1;2;2;;;;;;;;92;37;88;74;77;84;62;36;33;30;33;556;;8.182;101.865;1106.366;6;F_31EJGu8RLYvJyPT;Capture.PNG;94639;image/png;;;;;;;;;;;;90;46;98;71;65;83;61;35;37;39;39;2;1;;;;;;;;;;;;;;;;;;;;;1;chatgpt a few times, and other generic chatbots;1;;3;;32;4;;556;0;youtube
557;556;556;2023-04-06 15:57:40;2023-04-06 16:23:33;0;100;1553;1;2023-04-06 16:23:34;R_1Lk6Iv4c7bBxhwM;anonymous;EN;1;1;2;2;;;;;;;;75;14;74;87;50;68;82;7;7;7;20;557;9778-6492-7669-1917;;;;;;;;;;;;;;;;;;;;100;5;88;75;100;97;96;0;5;6;17;2;1;;;2;what wrote to me answered very quickly;90;89;82;91;22;98;44;75;19;4;8;8;85;8;10;50;1;it was to get answers about my phone company;1;;1;;41;1;;557;ai;another person
558;557;557;2023-04-06 15:50:14;2023-04-06 16:23:36;0;100;2001;1;2023-04-06 16:23:36;R_2Sfe48aqs6OYv8h;anonymous;EN;1;1;2;2;18;58;26;21;44;10;32;;;;;;;;31;27;50;47;558;;;;;;;;;;8.299;287.512;1052.995;3;16;55;2;5;39;8;27;;;;;;;;52;51;57;54;2;1;1;I followed the instructions;;;;;;;;;;;;;;;;;;;1;I have used chatbots before;1;;3;;36;4;;558;0;nothing
559;558;558;2023-04-06 15:48:50;2023-04-06 16:23:48;0;100;2097;1;2023-04-06 16:23:48;R_1Eideh5xDQodJSQ;anonymous;EN;1;1;2;2;;;;;;;;55;45;50;60;50;60;60;90;90;90;90;559;9787-3917-3846-9989;;;;;;;;;;;;;;;;;;;;50;35;80;75;75;90;75;35;35;35;35;3;1;;;2;I was told that I was interacting with a chatbot. However, the chatbot sounded very human and was very insightful.;90;85;50;100;50;80;35;90;80;50;55;50;70;49;50;55;1;I've interacted with chatbots on multiple web sites to get information about products and services.;2;;3;;58;3;;559;0;conversational AI companion
560;559;559;2023-04-06 15:51:02;2023-04-06 16:23:54;0;100;1971;1;2023-04-06 16:23:55;R_3RlKyMJApJrZZZ5;anonymous;EN;1;1;2;2;;;;;;;;90;38;72;72;63;78;62;71;79;63;71;560;;43.493;353.929;1149.538;3;F_SSHqRgxEyEdV5ol;Screenshot (81).png;177067;image/png;;;;;;;;;;;;66;42;60;71;58;71;69;41;36;44;55;2;1;;;;;;;;;;;;;;;;;;;;;1;A company customer service chatbot;2;;5;;35;4;;560;0;youtube
561;560;560;2023-04-06 15:51:20;2023-04-06 16:24:23;0;100;1983;1;2023-04-06 16:24:23;R_vrxGAUqU4K7JvrP;anonymous;EN;1;1;2;2;;;;;;;;90;10;90;90;90;90;85;10;8;6;6;561;7998-5271-2768-8514;;;;;;;;;;;;;;;;;;;;7;32;8;18;13;10;36;18;18;14;3;2;1;;;1;The conversation was so real that I was feeling interacting life like. Language and style of interaction did not keep my attention or interest to deviate. ;92;92;92;97;13;94;12;100;9;4;9;85;87;35;25;93;1;To have my clarifications with number of companies, I have used chatbot. It was quite responsive but they were more machine like.;2;;2;;22;3;;561;0;conversational AI companion
