"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 17:22:17","2024-05-16 17:40:45","0",1393,"100","1108","1","2024-05-16 17:40:45","R_1f3OLi0MWcnNGq9","","","","",1197,1197,"anonymous","EN","1","2","2",1334,"7","6","5","9410-7653-0088-9582","7","7","9","0","0","0","86","71","71","53","8","1","1","1","To help create text when I am not feeling particularly creative.","2","","3","","46","6","","30","663DA0D5BB264C86838D914B2F197A16","generalist_ai_v3"
"2024-05-16 17:16:06","2024-05-16 17:40:51","0",1394,"100","1485","1","2024-05-16 17:40:52","R_3NDFVPHQiFdRazd","","","","",1198,1198,"anonymous","EN","1","2","2",1335,"10","0","0","2485-9048-1664-1902","0","0","0","28","23","16","64","79","80","52","29","3","1","1","I use Chat GPT for work in writing policies and emails. ","1","","3","","53","5","","73","93D455B5415B479DAFFCE6C26C0BEC91","generalist_ai_v3"
"2024-05-16 17:23:55","2024-05-16 17:41:59","0",1395,"100","1083","1","2024-05-16 17:42:00","R_2qaHUTkDlK6yD3C","","","","",1199,1199,"anonymous","EN","1","2","2",1336,"100","100","90","2076-6832-7828-6146","10","20","20","88","91","80","88","80","82","69","87","1","1","2","","1","","2","","29","3","","78","95521C51DB1B49D48CEE6A1AB5112D64","regular"
"2024-05-16 17:22:45","2024-05-16 17:43:01","0",1396,"100","1216","1","2024-05-16 17:43:02","R_5FKh4gUKpFGQWv0","","","","",1200,1200,"anonymous","EN","1","2","2",1337,"40","30","30","5040-4408-4392-1601","50","50","50","0","0","0","100","80","10","10","0","1","1","2","","2","","3","","40","4","","100","F1C77062AA7B4E75869F3A4A7460A3BA","rudimentary"
"2024-05-16 17:25:32","2024-05-16 17:43:50","0",1397,"100","1097","1","2024-05-16 17:43:50","R_7dAeBjGPDeacK69","","","","",1201,1201,"anonymous","EN","1","2","2",1338,"0","0","0","2210-6465-5198-6166","0","0","0","100","100","100","100","100","100","50","50","1","1","2","","2","","3","","58","4","","66","C0B051948FA94146BF32799072E7BD9B","regular"
"2024-05-16 17:18:50","2024-05-16 17:43:51","0",1398,"100","1500","1","2024-05-16 17:43:51","R_50i5FFLG9jENTZF","","","","",1202,1202,"anonymous","EN","1","2","2",1339,"77","71","70","3959-2317-3804-3599","57","58","62","24","29","27","40","74","74","65","70","1","1","2","","2","","3","","49","3","","18","BDF7C76A9FF149B9A37F9D9930233045","generalist_ai_v3"
"2024-05-16 17:23:52","2024-05-16 17:43:53","0",1399,"100","1200","1","2024-05-16 17:43:54","R_7GwwxOcdPMeMLik","","","","",837,838,"anonymous","EN","1","2","2",1340,"100","80","100","4381-7069-2707-0051","100","100","90","0","0","0","100","100","50","0","0","1","1","1","I just wanted to see how it worked.","2","","3","","66","2","","50","DD2A0EC3C3CB4CD8A396F4AF4794A87E","rudimentary"
"2024-05-16 17:19:20","2024-05-16 17:44:37","0",1400,"100","1516","1","2024-05-16 17:44:37","R_1rdoMOciYLjQi8l","","","","",1203,1203,"anonymous","EN","1","2","2",1341,"20","20","22","4345-9991-3851-0774","12","6","9","0","0","0","100","92","14","100","0","1","1","1","If by AI companion app, you refer to those who can respond in a very human-type way, and deliver realistic conversations, then I can say that the reason I have interacted with them before is because they fascinate me, and I like to help them learn. I find the concept both cool, and also a bit creepy 😄.","2","","3","","69","3","","76","E71C2448236F45498DE63A613A54DA34","rudimentary"
"2024-05-16 17:22:51","2024-05-16 17:45:14","0",1401,"100","1342","1","2024-05-16 17:45:15","R_7OK8IEHmvjuRNtn","","","","",1204,1204,"anonymous","EN","1","2","2",1342,"0","0","0","1404-0657-9928-0137","0","0","0","50","50","50","90","85","50","90","50","1","1","1","I used it to give me good guidelines for an essay","2","","1","","49","1","","85","30D97A443963426CBAB8F38636B70CFA","rudimentary"
"2024-05-16 17:23:29","2024-05-16 17:45:51","0",1402,"100","1341","1","2024-05-16 17:45:52","R_7sc7GPMuePIrUI2","","","","",306,306,"anonymous","EN","1","2","2",1343,"100","100","70","6852-8113-9861-9512","100","100","66","50","81","90","100","80","100","100","20","1","1","1","to get a different perspective, to analyze song lyrics, to ask questions","2","","3","","38","3","","25","22F92A4DFA31446D905E086963AA36D4","regular"
"2024-05-16 17:25:57","2024-05-16 17:45:51","0",1403,"100","1194","1","2024-05-16 17:45:52","R_1nejhxrtFwJ5lAu","","","","",1205,1205,"anonymous","EN","1","2","2",1344,"40","15","30","0078-8457-0404-2540","45","25","25","0","0","0","70","95","0","20","0","1","1","1","just to try it out","2","","3","","26","3","","90","FD824EFB7F914FB49FE37E05862AC30B","rudimentary"
"2024-05-16 17:26:57","2024-05-16 17:46:10","0",1404,"100","1152","1","2024-05-16 17:46:10","R_5DU9gQ6Uc3DH3P0","","","","",1206,1206,"anonymous","EN","1","2","2",1345,"100","100","50","0899-7880-7919-1726","0","0","0","50","100","100","100","100","100","100","100","1","1","2","","1","","3","","37","1","","100","B9F8D13D5FBC4BEBB7BEC0A603E1B61E","regular"
"2024-05-16 17:27:10","2024-05-16 17:46:26","0",1405,"100","1156","1","2024-05-16 17:46:27","R_5qdaRTnIaqyEepr","","","","",1207,1207,"anonymous","EN","1","2","2",1346,"23","4","2","3322-3459-6125-1808","2","0","0","59","60","95","100","100","100","100","91","1","1","2","","2","","3","","56","2","","100","6CB68DA1AE894B6C92D61002A8E24051","regular"
"2024-05-16 17:26:50","2024-05-16 17:46:47","0",1406,"100","1196","1","2024-05-16 17:46:47","R_2GEdM6Bn8CyVK0S","","","","",587,587,"anonymous","EN","1","2","2",1347,"13","20","25","9017-3661-4236-8325","15","19","23","0","0","0","85","90","90","70","0","1","1","1","To help research travel; to help me understand business concepts","2","","3","","43","4","","92","B7AB0422C77144589297470A7AFDE1EC","rudimentary"
"2024-05-16 17:29:58","2024-05-16 17:48:28","0",1407,"100","1110","1","2024-05-16 17:48:28","R_3lrzaf6z1eOUljz","","","","",1208,1208,"anonymous","EN","1","2","2",1348,"0","0","0","9147-0891-6831-0733","0","0","0","0","0","50","100","100","100","100","100","1","1","2","","2","","3","","41","4","","100","F5765B1A63BA4237AB4BCEC9C9B7A862","generalist_ai_v3"
"2024-05-16 17:29:16","2024-05-16 17:49:17","0",1408,"100","1201","1","2024-05-16 17:49:18","R_2PIfKtrAhQM7OaN","","","","",1209,1209,"anonymous","EN","1","2","2",1349,"75","35","35","5706-8241-2286-4670","75","30","30","20","10","5","100","70","90","90","80","1","1","1","Was seeking information about a company.","2","","3","","64","3","","62","20256F004D8649048966FE9AA4A66BCB","generalist_ai_v3"
"2024-05-16 17:21:02","2024-05-16 17:50:14","0",1409,"100","1752","1","2024-05-16 17:50:15","R_2ssmrpOSPppNmMr","","","","",1210,1210,"anonymous","EN","1","2","2",1350,"62","53","63","4474-3498-8520-0808","74","42","73","11","19","6","63","53","60","25","54","3","3","2","","2","","3","","40","3","","28","55832D0EF0CC443E96EA5C4670E5883C","generalist_ai_v3"
"2024-05-16 17:31:19","2024-05-16 17:50:29","0",1410,"100","1149","1","2024-05-16 17:50:29","R_5h8qiWfuqnBHZVD","","","","",566,566,"anonymous","EN","1","2","2",1351,"100","0","100","0230-6004-7683-0190","100","0","100","0","100","25","100","100","100","50","50","1","1","1","Mental health and advice","1","","3","","52","3","","0","90651E15BDBD4A75AC9891E121CECAB4","regular"
"2024-05-16 17:17:53","2024-05-16 17:51:07","0",1411,"100","1994","1","2024-05-16 17:51:08","R_2qaH6XmeBhsjqFl","","","","",1211,1211,"anonymous","EN","1","2","2",1352,"98","99","98","9195-6828-9386-0198","100","100","100","0","0","4","0","15","50","0","0","1","1","1","Loneliness, curiosity ","1","","1","","47","3","","100","D8B4E8AEB3C44C90BB936F8A8F2C8A06","generalist_ai_v3"
"2024-05-16 17:50:55","2024-05-16 17:51:26","0",1412,"100","31","1","2024-05-16 17:51:27","R_17seAPtddJzz8Br","","","","",339,339,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","3825174D2A854827B9686828AA2C868B",""
"2024-05-16 17:32:48","2024-05-16 17:51:28","0",1413,"100","1119","1","2024-05-16 17:51:28","R_7HYbSPy8OkGEYGm","","","","",1212,1212,"anonymous","EN","1","2","2",1353,"0","0","0","1782-0440-2630-4195","60","0","60","0","0","0","100","100","80","0","0","1","1","2","","2","","3","","61","4","","75","B7F7832409EE4FE1B88415AF2DB17D9E","rudimentary"
"2024-05-16 17:32:08","2024-05-16 17:52:31","0",1414,"100","1222","1","2024-05-16 17:52:31","R_3DSFzowJ8MBd9Qb","","","","",76,76,"anonymous","EN","1","2","2",1354,"48","46","47","6463-5243-2123-7551","43","33","36","56","60","71","73","68","73","79","74","1","1","2","","2","","4","","51","3","","77","147A85A3EE4E4A57921F890CA7232BC6","regular"
"2024-05-16 17:34:47","2024-05-16 17:53:33","0",1415,"100","1126","1","2024-05-16 17:53:34","R_7psp8nHrhpsJHod","","","","",1213,1213,"anonymous","EN","1","2","2",1355,"66","56","62","2760-6721-6672-3140","44","38","46","14","1","32","83","25","33","17","4","1","1","1","It was on a study.","2","","3","","69","3","","52","7FCEF4E59A044EC0BC86B345874DD0EF","rudimentary"
"2024-05-16 17:27:48","2024-05-16 17:54:09","0",1416,"100","1580","1","2024-05-16 17:54:10","R_5lLxg1E5ua2YYKa","","","","",1214,1214,"anonymous","EN","1","2","2",1356,"67","32","50","4375-1184-5437-6166","57","16","18","80","18","68","81","75","94","71","29","1","1","1","general questions","2","","1","","52","4","","68","E458A546FAFC4A43895570E127E1EA05","rudimentary"
"2024-05-16 17:35:23","2024-05-16 17:54:17","0",1417,"100","1133","1","2024-05-16 17:54:17","R_7KI3ESUcH8X2uM1","","","","",1215,1215,"anonymous","EN","1","2","2",1357,"50","50","50","2442-2865-3448-5342","9","9","10","92","91","81","85","88","86","84","83","1","1","1","It waspart ofa different survey","2","","3","","63","4","","0","9C7DC1E01914419394674B22475E0FF9","regular"
"2024-05-16 17:35:19","2024-05-16 17:54:19","0",1418,"100","1139","1","2024-05-16 17:54:19","R_5ruD7dN1OhwPkyx","","","","",1216,1216,"anonymous","EN","1","2","2",1358,"0","61","96","1880-9962-2329-3612","0","68","92","0","0","0","95","78","86","24","76","1","1","1","Curious about it","2","","3","","44","2","","91","528F5C69B46B4C3BB9AC3E51E4F5AC2C","generalist_ai_v3"
"2024-05-16 17:08:06","2024-05-16 17:54:27","0",1419,"100","2780","1","2024-05-16 17:54:28","R_7NmfJWW18DLZJgk","","","","",1217,1217,"anonymous","EN","1","2","2",1359,"62","35","32","8420-6008-1277-2459","43","39","38","0","0","0","60","21","0","0","0","1","1","1","To do research.","1","","1","","45","4","","0","4AE3731D277D4B3FB4B9246537E1A61E","rudimentary"
"2024-05-16 17:35:00","2024-05-16 17:54:29","0",1420,"100","1169","1","2024-05-16 17:54:30","R_5CZJZtPqS5hOYhj","","","","",1025,1027,"anonymous","EN","1","2","2",1360,"25","26","32","4334-2650-9645-9298","71","85","83","14","21","15","22","30","28","29","25","1","1","1","various reasons","2","","3","","27","7","","21","2EE9C5E1807C4858A5F7EE3B69328DD9","rudimentary"
"2024-05-16 17:34:03","2024-05-16 17:54:37","0",1421,"100","1234","1","2024-05-16 17:54:38","R_3YtYnFPAClyW2CK","","","","",1218,1218,"anonymous","EN","1","2","2",1361,"20","0","0","6685-1940-1263-4563","0","0","0","70","90","80","100","85","80","70","100","1","1","1","To see how good its responses are in terms of being human-like and coherent.","1","","3","","30","4","","90","D4551CA737CE41EE98E1BD6D409203E3","regular"
"2024-05-16 17:28:40","2024-05-16 17:54:47","0",1422,"100","1566","1","2024-05-16 17:54:47","R_5QFmJQn0wj63xQa","","","","",672,672,"anonymous","EN","1","2","2",1362,"20","10","5","7142-6028-9945-3395","1","1","1","93","90","90","95","95","95","92","92","1","1","2","","2","","4","","70","4","","100","3B768AC8B390452297C5E5C10BC430C4","regular"
"2024-05-16 17:36:37","2024-05-16 17:55:19","0",1423,"100","1121","1","2024-05-16 17:55:20","R_21nRVYC3iW0LSKZ","","","","",1219,1219,"anonymous","EN","1","2","2",1363,"9","15","60","2888-5460-0714-1445","20","50","50","24","25","28","71","60","76","50","66","1","1","2","","2","","3","","42","3","","57","794745EA286149859F189B2DC7E87271","generalist_ai_v3"
"2024-05-16 17:36:05","2024-05-16 17:55:59","0",1424,"100","1193","1","2024-05-16 17:55:59","R_77cXndOcmHf2eF1","","","","",164,164,"anonymous","EN","1","2","2",1364,"55","58","61","6250-2748-2968-7226","65","60","59","19","2","20","80","68","40","17","24","1","1","2","","2","","3","","31","5","","17","EEEA37655E914F7CAF298B09C263CDF5","generalist_ai_v3"
"2024-05-16 17:26:28","2024-05-16 17:56:17","0",1425,"100","1789","1","2024-05-16 17:56:18","R_5qXcXRr5uywwjUM","","","","",1220,1220,"anonymous","EN","1","2","2",1365,"60","70","60","1914-7623-7713-1452","71","73","69","8","14","5","75","63","61","40","32","1","1","1","Work, Fun","1","","3","","30","1","","35","F29184B2093B49E7A7FAEA972C2241AD","generalist_ai_v3"
"2024-05-16 17:35:55","2024-05-16 17:57:01","0",1426,"100","1265","1","2024-05-16 17:57:01","R_7KW0PNp0sb8e0lm","","","","",40,40,"anonymous","EN","1","2","2",1366,"50","30","45","8154-9781-8337-1887","38","22","19","32","50","95","85","100","87","55","50","1","1","1","I wanted to test it out, ask for advice, and see how it responded.","2","","3","","29","4","","76","580ADCFD2E564B2B97BDD21E0910B92B","regular"
"2024-05-16 17:38:24","2024-05-16 17:57:33","0",1427,"100","1148","1","2024-05-16 17:57:34","R_19UAtlkmVJnU9Bn","","","","",1221,1221,"anonymous","EN","1","2","2",1367,"20","10","10","6452-0784-8645-6382","20","10","10","1","1","1","99","90","90","1","1","1","1","2","","2","","3","","51","3","","70","39DF98C19F644B1090B841415EAD4BAA","rudimentary"
"2024-05-16 17:36:46","2024-05-16 17:57:39","0",1428,"100","1252","1","2024-05-16 17:57:40","R_5P0sACBcHhork7T","","","","",1222,1222,"anonymous","EN","1","2","2",1368,"60","30","40","9950-5843-2910-9869","61","26","50","0","0","0","80","100","50","100","0","1","1","1","To test it.","1","","3","","48","3","","50","B643B13D1241477391FB9A2BDC861D58","rudimentary"
"2024-05-16 17:38:06","2024-05-16 17:58:14","0",1429,"100","1208","1","2024-05-16 17:58:15","R_8BYyaxfMhty8GT7","","","","",1223,1223,"anonymous","EN","1","2","2",1369,"65","95","80","9033-1223-3082-6043","60","75","65","80","65","70","82","95","85","80","90","1","1","2","","2","","3","","41","4","","44","41FC391210C44A63B4AE3BC5FA4A0218","generalist_ai_v3"
"2024-05-16 17:40:57","2024-05-16 17:58:16","0",1430,"100","1038","1","2024-05-16 17:58:16","R_7lcnugB1vIva0Bz","","","","",1224,1224,"anonymous","EN","1","2","2",1370,"0","0","0","0711-3162-0046-4699","0","0","0","75","90","81","90","100","100","80","82","1","1","1","To answer questions","1","","3","","60","1","","90","0B245DC5CA8B4EE3925A0F9C78BCBFFE","regular"
"2024-05-16 17:40:09","2024-05-16 17:58:39","0",1431,"100","1109","1","2024-05-16 17:58:40","R_6ccHBoWIOIKY0b9","","","","",1225,1225,"anonymous","EN","1","2","2",1371,"62","50","53","4557-0446-9162-8636","63","54","55","9","50","6","41","84","38","36","43","1","1","1","It came up when I was trying to locate other information","2","","3","","37","3","","89","40D35DB4215847D6B5BB462AB39A715D","rudimentary"
"2024-05-16 17:39:03","2024-05-16 17:58:45","0",1432,"100","1182","1","2024-05-16 17:58:46","R_2GmCDgG80NtK9pf","","","","",1226,1226,"anonymous","EN","1","2","2",1372,"70","80","75","5744-5463-1161-7597","70","80","75","0","0","0","80","90","0","0","80","1","1","2","","2","","3","","26","8","Associates Degree ","0","15185AF325724E91B147749F9FC738EA","rudimentary"
"2024-05-16 17:58:22","2024-05-16 17:58:46","0",1433,"100","23","1","2024-05-16 17:58:46","R_8TWmPs5r4zGTt8l","","","","",1227,1227,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","4EAB4046C33140B598498E98EFF79369",""
"2024-05-16 17:39:55","2024-05-16 17:59:09","0",1434,"100","1153","1","2024-05-16 17:59:09","R_1OYDHTEoP8Inuy5","","","","",1228,1228,"anonymous","EN","1","2","2",1373,"81","59","64","3626-9112-5426-0409","70","61","62","12","0","0","66","52","34","0","15","1","1","1","to make yoga routines","2","","3","","29","4","","84","BF5C8D936B9F4AE099A021D2F9EC2755","rudimentary"
"2024-05-16 17:39:39","2024-05-16 17:59:14","0",1435,"100","1174","1","2024-05-16 17:59:14","R_3PyNHSyN0aYQach","","","","",1229,1229,"anonymous","EN","1","2","2",1374,"70","15","5","8077-7818-2175-9997","10","2","5","20","0","0","100","100","100","100","0","1","1","1","It is a feature included in Meta Messenger.  I used it to talk to a AI celebrity.","1","","3","","40","1","","80","0691884D42124187B4E2FBB15DB541C2","generalist_ai_v3"
"2024-05-16 17:38:00","2024-05-16 17:59:27","0",1436,"100","1286","1","2024-05-16 17:59:28","R_7ihao86yk4RPQP7","","","","",1230,1230,"anonymous","EN","1","2","2",1375,"20","10","10","8150-2563-5839-9070","10","5","5","70","85","65","96","100","95","95","85","1","1","2","","1","","3","","53","2","","90","B0A16452998E414D9478CED3606C2E23","regular"
"2024-05-16 17:36:07","2024-05-16 17:59:51","0",1437,"100","1423","1","2024-05-16 17:59:51","R_7ZDsJqfyy0mt9GV","","","","",645,645,"anonymous","EN","1","2","2",1376,"34","30","32","0836-0488-1995-8208","26","26","22","65","80","74","68","66","80","65","60","1","1","1","to get advice","2","","3","","26","4","","79","DDBBFEC7BFE14872AD05015F5E2628A8","regular"
"2024-05-16 17:25:34","2024-05-16 17:59:52","0",1438,"100","2057","1","2024-05-16 17:59:53","R_2kLKKqozetOx1RL","","","","",1231,1231,"anonymous","EN","1","2","2",1377,"66","68","77","9983-4564-5647-4368","31","40","36","56","74","60","62","72","64","55","60","1","1","2","","2","","2","","24","4","","64","57A27069E69D42AFB2DEE34D5445529B","regular"
"2024-05-16 17:40:58","2024-05-16 18:00:37","0",1439,"100","1179","1","2024-05-16 18:00:38","R_8CkFUKalxoxArXA","","","","",1232,1232,"anonymous","EN","1","2","2",1378,"100","100","100","2717-2677-6836-6490","100","100","100","5","5","5","100","95","95","100","75","1","1","2","","1","","3","","53","3","","100","9FFD3561FAA94952823394751D690258","generalist_ai_v3"
"2024-05-16 17:41:28","2024-05-16 18:01:03","0",1440,"100","1175","1","2024-05-16 18:01:04","R_2FqXLbwQBUukiw2","","","","",1233,1233,"anonymous","EN","1","2","2",1379,"9","9","14","1463-1649-9291-0748","8","7","10","40","50","64","98","67","72","68","75","1","1","2","","1","","3","","32","4","","69","20F65615D27C4F1BB3102D4D88BC0C8C","regular"
"2024-05-16 17:42:40","2024-05-16 18:01:06","0",1441,"100","1106","1","2024-05-16 18:01:07","R_2QugwL8oWDpH2k3","","","","",1234,1234,"anonymous","EN","1","2","2",1380,"20","0","20","8144-1309-2612-7252","20","0","20","50","100","100","100","100","100","70","100","1","1","2","","1","","3","","33","5","","10","8E62F74989B2486786941C46882B2993","regular"
"2024-05-16 17:40:04","2024-05-16 18:01:16","0",1442,"100","1271","1","2024-05-16 18:01:16","R_5OMLxkM3sZlZSlH","","","","",1235,1235,"anonymous","EN","1","2","2",1381,"0","0","0","3100-4293-6369-9466","0","0","0","100","100","100","100","100","100","100","100","1","1","2","","2","","4","","46","2","","85","B757EAC7561D4E8CBFF12D7B240C359B","regular"
"2024-05-16 17:12:29","2024-05-16 18:02:14","0",1443,"100","2985","1","2024-05-16 18:02:14","R_7FnvSti6cGoA2Sk","","","","",1236,1236,"anonymous","EN","1","2","2",1382,"50","50","50","8249-6687-0831-1492","52","50","50","50","50","50","50","50","50","50","50","1","1","2","","2","","3","","43","4","","54","02A90822D8354DBEA122B650F8BA5071","generalist_ai_v3"
"2024-05-16 17:44:39","2024-05-16 18:02:42","0",1444,"100","1082","1","2024-05-16 18:02:42","R_80VxXd1DVHEkFGe","","","","",1237,1237,"anonymous","EN","1","2","2",1383,"20","20","20","5670-1432-3251-9932","40","40","40","27","41","32","100","69","60","27","17","1","1","1","To combat depression ","2","","3","","31","5","","77","522691ACDBE74D3B9F6D4811FF671DEC","generalist_ai_v3"
"2024-05-16 17:40:58","2024-05-16 18:02:57","0",1445,"100","1319","1","2024-05-16 18:02:58","R_24ra8jmYXc9bPfE","","","","",1238,1238,"anonymous","EN","1","2","2",1384,"21","56","57","9894-9964-9933-4492","0","25","0","8","8","11","96","100","100","39","9","1","1","1","To help edit books, to ask random questions, to ask for resources during legal issues, to ask it funny questions.","2","","3","","34","3","","83","A65009AD19414532BA28DA6EA2D6C4EA","rudimentary"
"2024-05-16 17:44:01","2024-05-16 18:03:06","0",1446,"100","1144","1","2024-05-16 18:03:06","R_1i2pjkjC41Ca4yJ","","","","",1239,1239,"anonymous","EN","1","2","2",1385,"10","0","20","6497-0348-8829-9682","10","0","0","0","26","31","100","71","82","72","40","1","1","1","I used ChatGPT to summarize data points regarding science topics. ","1","","1","","53","4","","0","4CB3F3BDEF3842C5BE7317C83A16D45A","regular"
"2024-05-16 17:43:33","2024-05-16 18:03:15","0",1447,"100","1181","1","2024-05-16 18:03:15","R_2YMpzE1cl1O9PMt","","","","",1240,1240,"anonymous","EN","1","2","2",1386,"25","38","58","1823-4505-7017-9182","47","48","60","42","25","28","72","70","76","50","40","1","1","2","","1","","3","","20","3","","81","DEE6E272C4984FBFB0CAB3AC2CA380C6","generalist_ai_v3"
"2024-05-16 18:02:58","2024-05-16 18:03:40","0",1448,"100","42","1","2024-05-16 18:03:41","R_2BWwwXZ114KRW8N","","","","",1241,1241,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","EF890A0149AD4AAD9DDC317738F0047E",""
"2024-05-16 17:43:33","2024-05-16 18:04:03","0",1449,"100","1229","1","2024-05-16 18:04:04","R_5hmWa9IixSnPx6h","","","","",222,222,"anonymous","EN","1","2","2",1387,"71","14","41","5932-9640-2382-4087","35","24","24","14","20","30","75","60","75","55","4","1","1","1","sorry, I have not really used for companionship but rather for information. Also, I did not consider this AI to be a companion either. ","1","","3","","63","4","","80","6FE3E7209DA943E3A29F83EAF4CE4639","rudimentary"
"2024-05-16 17:45:26","2024-05-16 18:05:10","0",1450,"100","1184","1","2024-05-16 18:05:11","R_7q8zfmeRU2LVqFL","","","","",1242,1242,"anonymous","EN","1","2","2",1388,"71","38","37","7506-1265-0319-9270","70","28","23","65","71","62","98","79","88","84","83","1","1","2","","1","","1","","72","2","","60","5B9BB96029434960AD960E48B74806BF","regular"
"2024-05-16 17:47:22","2024-05-16 18:06:03","0",1451,"100","1120","1","2024-05-16 18:06:03","R_7LYvrk45cIt1vg3","","","","",1243,1243,"anonymous","EN","1","2","2",1389,"44","38","43","8567-3414-6971-0736","28","20","20","91","100","100","100","100","100","100","90","1","1","1","I think it's fun to talk to AI because you can talk about whatever you want and not have to worry about how another person will respond, and plus, it helps you not be lonely.","2","","3","","28","2","","75","1EE830CA5959473ABBD9F27AB4789B0F","regular"
"2024-05-16 17:45:09","2024-05-16 18:06:20","0",1452,"100","1270","1","2024-05-16 18:06:21","R_2lLa2NZoIfJeeRJ","","","","",1244,1244,"anonymous","EN","1","2","2",1390,"50","0","100","6297-4167-5180-7791","50","0","100","0","0","0","100","50","50","50","50","1","1","1","I miss my friend that passed away","2","","6","Middle Eastern","41","4","","10","2F8A7426764040B0B67CF2396DEA99BB","rudimentary"
"2024-05-16 17:44:44","2024-05-16 18:06:39","0",1453,"100","1314","1","2024-05-16 18:06:40","R_3PHuDy2CqNb1s95","","","","",1245,1245,"anonymous","EN","1","2","2",1391,"100","100","100","5342-7228-7900-6555","100","100","100","0","0","0","100","100","100","100","100","1","1","1","accurate factual knowledge","1","","4","","31","3","","100","D08B7B06881C4B54A5676DFF155753DD","generalist_ai_v3"
"2024-05-16 17:29:06","2024-05-16 18:06:59","0",1454,"100","2273","1","2024-05-16 18:06:59","R_34jz99oxhGjqzok","","","","",1246,1246,"anonymous","EN","1","2","2",1392,"40","31","32","3070-0007-4804-0955","40","30","30","8","5","10","56","57","54","56","19","1","1","1","Other studies","2","","3","","35","5","","44","1AA2C6B8253E42239798BEF551198E36","generalist_ai_v3"
"2024-05-16 17:49:00","2024-05-16 18:08:12","0",1455,"100","1152","1","2024-05-16 18:08:13","R_5i8LAbwbzZUDjka","","","","",197,197,"anonymous","EN","1","2","2",1393,"20","30","30","4731-4263-4300-2898","20","30","30","0","0","0","100","100","100","0","0","1","1","1","In a scientific study","1","","3","","58","4","","50","BB14F01A68C84342A30774BE7CACC194","rudimentary"
"2024-05-16 17:47:26","2024-05-16 18:08:28","0",1456,"100","1262","1","2024-05-16 18:08:29","R_3kMgwD9DTV0IWfT","","","","",1244,1247,"anonymous","EN","1","2","2",1394,"35","31","31","5259-8540-9192-4994","40","40","35","0","0","0","70","67","20","40","0","1","1","2","","2","","3","","52","5","","80","CE6BEC28247E442C9534CF9849D30801","rudimentary"
"2024-05-16 17:47:58","2024-05-16 18:09:07","0",1457,"100","1269","1","2024-05-16 18:09:08","R_2QsQU87t95ByX4t","","","","",726,726,"anonymous","EN","1","2","2",1395,"60","30","30","0970-8991-6275-7173","70","50","50","50","60","70","100","77","100","81","65","1","1","2","","2","","2","","36","1","","87","9D95179C35D247D5B4068E874516922C","regular"
"2024-05-16 17:49:58","2024-05-16 18:10:26","0",1458,"100","1228","1","2024-05-16 18:10:27","R_37C1W5qdv8Mj6Wg","","","","",1247,1248,"anonymous","EN","1","2","2",1396,"0","0","0","6877-2034-3237-7066","0","0","0","100","100","100","100","100","100","50","0","1","1","1","I used ChatGPT to come up with some ideas for work.","1","","3","","44","7","","100","0011B9EFBAED4B86A9E75731DF5795AE","regular"
"2024-05-16 17:50:17","2024-05-16 18:10:44","0",1459,"100","1226","1","2024-05-16 18:10:45","R_7aXImNzEQj10l21","","","","",1248,1249,"anonymous","EN","1","2","2",1397,"82","98","86","8507-4025-6359-0183","88","89","86","8","62","60","99","83","76","74","90","1","1","2","","1","","3","","55","4","","100","2E17D49351A9415BBD7C0F67AC1671C6","rudimentary"
"2024-05-16 17:51:41","2024-05-16 18:10:45","0",1412,"100","1144","1","2024-05-16 18:10:46","R_2lVRaJ2RmPb2mVr","","","","",339,339,"anonymous","EN","1","2","2",1398,"100","100","100","5007-4288-7797-2896","100","90","100","0","58","0","100","90","100","81","75","1","1","2","","1","","3","","47","3","","75","3825174D2A854827B9686828AA2C868B","regular"
"2024-05-16 17:48:14","2024-05-16 18:10:47","0",1460,"100","1353","1","2024-05-16 18:10:48","R_8krjb5goQgSPphT","","","","",1249,1250,"anonymous","EN","1","2","2",1399,"82","62","92","1550-9540-2150-8021","81","61","55","82","66","94","79","100","100","92","100","1","1","1","To help me write letters in a professional manner.","1","","3","","64","2","","21","B0AA6C5A0CFC4ECD96E2F7DD3A14492F","generalist_ai_v3"
